tokenized,sentiment,sentiment_nb,sentiment_svm,sentiment_vader,sentiment_textblob
"['query', 'go', 'sin', 'los', 'tornillo', 'pantalla', 'super', 'canada']",negative,negative,negative,positive,positive
"['medium', 'could', 'load', 'get', 'iphone', 'today', 'arrive', 'earlier', 'expect', 'super', 'excite', 'set', 'fine', 'phone', 'screen', 'isn', '’', 't', 'scratch', 'ship', 'anywhere', 'neither', 'back', 'glass', 'lenses', 'phone', 'function', 'mostly', 'should…', 'start', 'use', 'notice', 'there', '’', 's', 'rattle', 'like', 'something', 'loose', 'inside', 'phone', 'upon', 'get', 'first', 'notification', 'realize', 'vibration', 'weird', 'iphone', 'normally', 'sound', 'feel', 'like…', 'wonder', 'that', '’', 's', 'battle', 'inside', 'also', 'almost', 'feel', 'like', 'screen', 'loose', 'part', 'appearance', 'wise', 'nothing', 'whomever', 'repair', 'certified', 'phone', 'either', 'rush', 'job', 'didn', '’', 't', 'care', 'whether', 'do', 'correctly', 'video', 'attach', 'one', 'video', 'allow', 'per', 'review', 'compile', 'videos', 'show', 'issue', 'star', 'since', 'come', 'early', 'outside', 'loose', 'migratory', 'box', 'make', 'term', 'i', '’', 'm', 'phone', 'savvy', 'work']",negative,negative,negative,positive,positive
"['phone', 'didn', '’', 't', 'arrive', 'unlock', 'call', 'mobile', 'add', 'plan', 'inform', 'steal', 'trust']",negative,negative,negative,negative,neutral
"['report', 'stolenlost']",negative,negative,negative,neutral,neutral
"['le', 'product', 'se', 'publica', 'como', 'excellent', 'pero', 'e', 'así', 'ya', 'que', 'tenía', 'much', 'raspaduras', 'en', 'la', 'zona', 'de', 'la', 'cámarks']",neutral,neutral,neutral,negative,neutral
"['phone', 'great', 'condition', 'part', 'battery', 'however', 'call', 'several', 'people', 'could', 'hear', 'echo', 'voice', 'speaker', 'never', 'phone', 'i', '’', 've', 'own', 'charted', 'support', 'decide', 'likely', 'hardware', 'problem', 'i', '’', 'll', 'return', 'unfortunately', 'maybe', 'huge', 'issue', 'people', 'always', 'use', 'headphone', 'dealbreaker']",neutral,neutral,neutral,positive,positive
"['bad', 'experience', 'ever', 'get', 'phone', 'daughter', 'unlock', 'get', 'phone', 'transfer', 'number', 'phone', '“', 'good', 'week', 'half', 'get', 'message', 'say', 'whoever', 'own', 'phone', 'still', 'owe', 'bill', 'lock', 'phone', 'couldn', '’', 't', 'retrieve', 'number', 'since', 'she', '’', 's', 'phone', 'lock', 'shake', 'head', 'i', '’', 'm', 'thankful', 'able', 'return', 'phone', 'get', 'refund', 'feel', 'bad', 'daughter', 'lose', 'number']",negative,negative,negative,negative,negative
"['person', 'steal', 'phone', 'people', 'can', 'not', 'pay', 'bill', 'retell', 'phone', 'month', 'go', 'sos', 'mode', 'mobile', 'say', 'report', 'steal', 'waste', 'time', 'money']",negative,negative,negative,negative,negative
"['go', 'buy', 'power', 'box', 'charge', 'cable', 'none', 'box', 'pretty', 'sad']",negative,negative,negative,negative,negative
"['medium', 'could', 'load', 'purchase', 'phone', 'receive', 'completely', 'defective', 'start', 'initial', 'setup', 'touchscreen', 'go', 'glitch', 'phone', 'extremely', 'hot', 'can', '’', 't', 'even', 'get', 'phone', 'reset', 'can', '’', 't', 'even', 'use', 'button', 'side', 'turn', 'waste', 'money', 'time', 'i', '’', 'm', 'still', 'without', 'phone']",negative,negative,negative,negative,neutral
"['esta', 'liberal', 'complex', 'si', 'son', 'de', 'eu']",negative,neutral,negative,negative,neutral
"['person', 'seem', 'sell', 'similar', 'phone', 'play', 'previous', 'owner', 'play', 'phone', 'shut', 'month', 'wasn', '’', 't', 'able', 'make', 'call', 'send', 'text', 'also', 'get', 'refund', 'keep', 'send', 'amazon', 'know', 'can', '’', 't', 'anything', 'time', 'phone', 'stop', 'work', 'amazon', 'issue', 'refund', 'phone', 'iphone', 'midnight', 'color', 'gb', 'people', 'phone', 'story']",negative,negative,negative,positive,neutral
"['item', 'arrive', 'damage', 'multiple', 'chip', 'finish', 'side', 'condition', 'unacceptable', 'excellent', 'post']",negative,negative,negative,negative,negative
"['phone', 'arrive', 'unmarked', 'box', 'phone', 'look', 'new', 'okay', 'turn', 'phone', 'apps', 'ask', 'want', 'start', 'transfer', 'kid', '“', 'normal', '“', 'go', 'happen', 'battery', 'phone', 'arrive', 'charger', 'next', 'oh', 'yes', 'there', '’', 's', 'pay', 'almost', 'phone', 'battery', '“', '“', 'authorize', 'apple', 'battery', 'apple', 'message', 'keep', 'come', 'screen', 'take', 'hour', 'half', 'phone', 'erase', 'reset', 'transfer', 'phone', 'know', 'would', 'put', 'hundred', 'dollar', 'bring', 'brand', 'new', 'phone', 'verizon', 'reliable', 'company', 'take', 'another', 'two', 'hour', 'finally', 'get', 'phone', 'start', 'work', 'newsflash', '—', 'f', 'phone', 'fail', 'responsible', 'hold', 'accountable']",neutral,positive,neutral,positive,positive
"['thank', 'much', 'phone', 'come', 'time', 'good', 'condition', 'don', '’', 't', 'one', 'scratch', 'get', 'switch', 'stuff', 'old', 'phone', 'connect', 'phone', 'subscribe', 'problem', 'issue', 'highly', 'recommend', 'anyone', 'look', 'get', 'new', 'phone', 'person', 'place', 'right', 'go']",positive,positive,positive,positive,positive
"['estate', 'buscando', 'un', 'iphone', 'en', 'amazon', 'pero', 'decide', 'coal', 'asi', 'que', 'encounteré', 'este', 'enlarge', 'do', 'los', 'case', 'llegaron', 'muy', 'rápid', 'todo', 'fue', 'muy', 'fácil', 'sinceramente', 'llegaron', 'en', 'excelentes', 'condition', 'encarta', 'la', 'bacteria', 'e', 'de', 'si', 'busca', 'buenos', 'restñas', 'sin', 'dude', 'piece', 'legis', 'stop', 'disposition']",positive,positive,positive,negative,neutral
"['este', 'teléfont', 'vivo', 'bloqueado', 'undo', 'utilized', 'en', 'mi', 'país']",negative,negative,negative,negative,neutral
"['bad', 'renew', 'come', 'described', 'wasn', '’', 't', 'expect', 'come', 'perfect', 'condition', 'everything', 'work', 'great', 'test', 'everything', 'camera', 'miss', 'far', 'everything', 'work', 'great', 'thing', 'bad', 'people', 'might', 'care', 'battery', 'capacity', 'witch', 'mine', 'come', 'sometime', 'i', '’', 've', 'see', 'come', 'low', 'it', '’', 's', 'bad', 'u', 'don', '’', 't', 'use', 'ur', 'phone', 'hard', 'use', 'something', 'keep', 'mind']",positive,positive,positive,positive,positive
"['it', '’', 's', 'really', 'unlocked', 'phone', 'shipping', 'fast']",negative,positive,negative,neutral,neutral
"['phone', 'come', 'immaculate', 'condition', 'outside', 'refurbish', 'iphone', 'would', 'randomly', 'drop', 'battery', 'life', 'hour', 'use', 'hard', 'reset', 'return', 'keep', 'turn', 'can', 'not', 'recommend', 'buy', 'phone']",negative,negative,negative,negative,negative
"['fast', 'ship', 'adequate', 'battery', 'life']",positive,positive,positive,positive,positive
"['i', '’', 'm', 'glad', 'buy', 'phone', 'i', '’', 've', 'never', 'new', 'phone', 'buying', 'amazon', 'way', 'cheaper', 'buy', 'carrier', 'even', 'apple', 'battery', 'life', 'get', 'phone', 'cycle', 'count', 'scratch', 'pick', 'crack', 'phone', 'perfect', 'condition', 'thankful', 'ship', 'arrive', 'day', 'late', 'i', '’', 'm', 'sure', 'feel', 'problem', 'otherwise', 'come', 'within', 'day', 'order', 'also', 'problem', 'set']",positive,positive,positive,positive,positive
"['like', 'new']",positive,positive,positive,positive,positive
"['lego', 'en', 'excellent', 'estado', 'recomendable']",positive,positive,positive,neutral,neutral
"['recently', 'purchase', 'phone', 'arrive', 'absolutely', 'flawless', 'condition', 'battery', 'cycle', 'count', 'impressively', 'low', 'indicate', 'minimal', 'use', 'however', 'find', 'quite', 'puzzle', 'app', 'indicate', 'ineligible', 'trade', 'seem', 'rather', 'suspicious', 'reach', 'apple', 'clarification', 'unable', 'provide', 'explanation', 'issue', 'despite', 'phone', 'function', 'perfectly', 'need', 'absolutely', 'odore']",positive,positive,positive,positive,positive
"['excellent', 'phone', 'love', 'scratch', 'cent', 'damage', 'it', '’', 's', 'perfect']",positive,positive,positive,positive,positive
"['get', 'phone', 'birthday', 'partner', 'first', 'hesitant', 'review', 'must', 'say', 'use', 'phone', 'month', 'i', '’', 'm', 'happy', 'scratch', 'issue', 'screen', 'spoiler', 'battery', 'life', 'excellent', 'complaint', 'wasn', '’', 't', 'package', 'iphone', 'box']",positive,positive,positive,positive,positive
"['item', 'lock']",negative,negative,negative,neutral,neutral
"['order', 'phone', 'every', 'single', 'time', 'venous', 'amount', 'scratch', 'every', 'single', 'one', 'even', 'condition', 'list', 'excellent']",negative,positive,negative,positive,positive
"['list', 'fraud', 'verizon']",negative,negative,negative,negative,neutral
['exelente'],positive,positive,positive,neutral,neutral
"['bad', 'product', 'camera', 'work', 'sometimes', 'sometimes', 'black', 'screen', 'refuse', 'return', 'cause', 'pass', 'return', 'window', 'week']",negative,negative,negative,negative,negative
"['it', '’', 's', 'perfect', 'new', 'love', 'value', 'money', 'sure', 'set', 'seamless', 'iphone', 'pro', 'max']",positive,positive,positive,positive,positive
"['buyer', 'skeptical', 'anxietylets', 'start', 'say', 'review', 'leave', 'best', 'one', 'date', 'ton', 'detail', 'spend', 'literally', 'week', 'search', 'phone', 'refurbish', 'sell', 'amazon', 'see', 'click', 'specific', 'phone', 'scroll', 'little', 'phone', 'sale', 'different', 'condition', 'likely', 'condition', 'phone', 'come', 'different', 'company', 'see', 'alot', 'review', 'people', 'get', 'slam', 'get', 'defective', 'phone', 'scroll', 'review', 'company', 'start', 'star', 'star', 'obviously', 'star', 'sell', 'product', 'many', 'hour', 'venture', 'phone', 'one', 'company', 'seem', 'stand', 'network', 'store', 'bad', 'review', 'major', 'late', 'delivery', 'reason', 'boy', 'like', 'use', 'index', 'thats', 'okay', 'order', 'first', 'one', 'get', 'day', 'half', 'later', 'technically', 'day', 'early', 'original', 'delivery', 'datewhen', 'open', 'package', 'check', 'phone', 'great', 'shape', 'minor', 'issue', 'nothing', 'truly', 'complain', 'consider', 'price', 'start', 'hello', 'screen', 'set', 'data', 'transfer', 'notice', 'get', 'way', 'end', 'update', 'new', 'phone', 'crash', 'reset', 'phone', 'hope', 'would', 'reset', 'transfer', 'update', 'wrong', 'crash', 'new', 'phone', 'get', 'transfer', 'disconnect', 'sim', 'card', 'phone', 'two', 'phone', 'service', 'late', 'night', 'wake', 'next', 'day', 'take', 'new', 'phone', 'apple', 'get', 'help', 'explanation', 'fix', 'say', 'could', 'help', 'need', 'plug', 'phone', 'repair', 'laptop', 'agree', 'plug', 'phone', 'realize', 'port', 'phone', 'damage', 'need', 'replace', 'cost', 'anywhere', 'grasp', 'phone', 'anxiety', 'frustration', 'leave', 'store', 'immediately', 'go', 'tech', 'store', 'see', 'would', 'charge', 'quoted', 'go', 'phone', 'carrier', 'get', 'another', 'sim', 'card', 'host', 'could', 'service', 'start', 'process', 'get', 'refund', 'amazon', 'app', 'amazon', '’', 's', 'customer', 'service', 'reach', 'company', 'notify', 'issue', 'confirm', 'hear', 'back', 'seller', 'within', 'hour', 'eventually', 'hear', 'company', 'tell', 'issue', 'immediately', 'send', 'prepaid', 'label', 'send', 'phone', 'back', 'day', 'day', 'later', 'receive', 'another', 'pro', 'max', 'gig', 'black', 'titanium', 'phone', 'nothing', 'less', 'excellent', 'shape', 'hour', 'data', 'transfer', 'able', 'sit', 'say', 'boy', 'truth', 'correct', 'defective', 'product', 'even', 'well', 'one', 'overly', 'press', 'say', 'book', 'mark', 'company', 'particular', 'come', 'buy', 'anything', 'refurbish', 'hope', 'give', 'someone', 'idea', 'integrity', 'deny', 'easy', 'process', 'yes', 'hockey', 'freak', 'thinking', 'come', 'throughthe', 'next', 'best', 'thing', 'tell', 'please', 'research', 'come', 'jump', 'old', 'phone', 'new', 'phone', 'general', 'go', 'pro', 'max', 'pro', 'max', 'process', 'eliminate', 'physical', 'sim', 'card', 'put', 'real', 'bindlast', 'least', 'update', 'phone', 'firstafter', 'update', 'reset', 'phone', 'start', 'data', 'transfer', 'process', 'else', 'fail', 'connect', 'phone', 'laptop', 'dfu', 'mode', 'manually', 'update', 'first', 'phone', 'get', 'could', 'update', 'first', 'load', 'stuff', 'never', 'know', 'port', 'issue', 'since', 'figure', 'mean', 'couldn', '’', 't', 'manually', 'update', 'fix', 'crash', 'phone', 'get', 'first', 'timezone', 'thanks', 'correct', 'can', 'not', 'wait', 'take', 'picture', 'videos', 'daughter', 'summer', 'new', 'phone']",positive,positive,positive,positive,positive
"['phone', 'ship', 'promptly', 'arrive', 'well', 'package', 'issue', 'battery', 'appearance', 'performance', 'buy']",positive,positive,positive,negative,neutral
"['good', 'phone', 'i', '’', 'm', 'write', 'review', 'phone', 'okay', 'condition', 'lot', 'cuff', 'outer', 'titanium', 'battery', 'life', 'isn', '’', 't', 'ideal', 'upgrade', 'phone', 'besides', 'two', 'inconvenience', 'good', 'product', 'good', 'phone', 'deliver', 'relatively', 'quick']",neutral,neutral,neutral,positive,positive
"['screen', 'really', 'scratch', 'bad']",negative,positive,negative,negative,negative
"['buy', 'phone', 'unlocked', 'work', 'min', 'get', 'text', 'message', 'say', 'phone', 'unpaid', 'balance', 'cant', 'use', 'phone', 'anymoreshaking', 'head', 'disappoint']",negative,negative,negative,negative,negative
"['wow', 'excellent', 'condition', 'great', 'price']",positive,positive,positive,positive,positive
"['receive', 'mine', 'come', 'excellent', 'condition', 'mention', 'description', 'minor', 'scratch', 'screen', 'can', 'not', 'barely', 'see', 'give', 'star', 'start', 'use', 'today', 'comeback', 'week']",neutral,positive,neutral,positive,positive
"['esta', 'male', 'serve', 'el', 'microfono', 'para', 'llamadas', 'los', 'message', 'de', 'voz', 'se', 'escuchan', 'male', 'muy', 'male']",negative,negative,negative,negative,neutral
"['wish', 'could', 'give', 'star', 'buy', 'phone', 'guy', 'think', 'first', 'one', 'fluke', 'phone', 'couldnt', 'add', 'cellular', 'plan', 'exist', 'contract', 'buy', 'worthless', 'phone']",negative,negative,negative,positive,negative
"['high', 'expectation', 'purchase', 'iphone', 'pro', 'max', 'amazon', 'list', 'excellent', 'condition', 'unfortunately', 'experience', 'anything', 'excellentthe', 'phone', 'arrive', 'screen', 'already', 'loose', 'concern', 'thing', 'get', 'even', 'worse—within', 'less', 'five', 'minute', 'use', 'screen', 'completely', 'stop', 'work', 'shocked', 'product', 'describe', 'good', 'condition', 'could', 'arrive', 'state', 'make', 'matter', 'bad', 'refund', 'process', 'painfully', 'slow', 'amazon', '’', 's', 'customer', 'support', 'unhelpful', 'constant', 'delay', 'real', 'urgency', 'resolve', 'issue', 'expect', 'much', 'well', 'service', 'company', 'size', 'especially', 'deal', 'expensive', 'productid', 'consider', 'buy', 'refurbish', 'excellent', 'condition', 'device', 'amazon', 'think', 'twice', 'frustrate', 'disappointing', 'experience', 'wouldn', '’', 't', 'want', 'anyone', 'else', 'go']",negative,negative,negative,negative,neutral
"['first', 'time', 'ever', 'order', 'iphone', 'amazon', 'skeptical', 'everything', 'perfect', 'also', 'didn', '’', 't', 'meet', 'stranger', 'phone']",positive,positive,positive,positive,positive
"['torque', 'el', 'teléfont', 'está', 'bloqueado', 'si', 'lo', 'compé', 'al', 'contact']",neutral,neutral,neutral,neutral,neutral
"['search', 'best', 'deal', 'iphone', 'pro', 'max', 'decide', 'take', 'chance', 'verizoncarrier', 'refurbish', 'model', 'amazon', 'gb', 'storage', 'could', 'happier', 'decisioncondition', 'virtually', 'flawlessfirst', 'foremost', 'hesitant', 'buying', 'refurbish', 'be—at', 'least', 'list', 'phone', 'arrive', 'appear', 'pristine', 'condition', 'scratch', 'cuff', 'sign', 'previous', 'use', 'screen', 'perfect', 'titanium', 'frame', 'look', 'brand', 'new', 'know', 'refurbish', 'would', 'assume', 'new', 'deviceperformance', 'battery', 'life', 'zero', 'compromisesthe', 'pro', 'chip', 'phone', 'blaze', 'fast', 'apps', 'open', 'instantly', 'game', 'performance', 'stellar', 'experience', 'slowdown', 'crash', 'gb', 'storage', 'sweet', 'spot', 'me—plenty', 'room', 'photo', 'videos', 'apps', 'without', 'pay', 'excessive', 'storage', 'would', 'usebattery', 'life', 'exceptional', 'easily', 'get', 'full', 'day', 'heavy', 'use', 'battery', 'remain', 'fast', 'charge', 'magnate', 'compatibility', 'work', 'perfectly', 'expect', 'camera', 'system', 'professionalquality', 'resultsthe', 'camera', 'system', 'iphone', 'pro', 'max', 'continue', 'impress', 'daily', 'mp', 'main', 'camera', 'capture', 'incredible', 'detail', 'ultrawide', 'telephone', 'lens', 'give', 'creative', 'flexibility', 'never', 'previous', 'phone', 'action', 'button', 'make', 'access', 'camera', 'lightning', 'fast', 'result', 'consistently', 'stun', 'even', 'challenge', 'light', 'conditionsverizon', 'carrier', 'experienceactivation', 'verizon', 'seamless', 'phone', 'come', 'ready', 'connect', 'network', 'experience', 'carrierspecific', 'issue', 'call', 'quality', 'excellent', 'g', 'performance', 'fast', 'reliable', 'areavalue', 'unbeatablethe', 'substantial', 'saving', 'compare', 'buy', 'new', 'make', 'purchase', 'brainer', 'get', 'essentially', 'experience', 'new', 'iphone', 'pro', 'max', 'reduce', 'price', 'feel', 'like', 'smart', 'financial', 'decisionbottom', 'line', 'consider', 'refurbish', 'iphone', 'pro', 'max', 'verizon', 'amazon', 'highly', 'recommend', 'combination', 'liken', 'condition', 'full', 'functionality', 'significant', 'cost', 'saving', 'make', 'one', 'best', 'tech', 'purchase', 'make', 'refurbished', 'product', 'be—indistinguishable', 'new', 'easy', 'wallet']",positive,positive,positive,positive,positive
"['phone', 'arrive', 'next', 'day', 'expect', 'absolutely', 'scratches', 'damage', 'battery', 'health', 'perfectly', 'fine', 'tad', 'bit', 'skeptical', 'happy', 'take', 'chance', 'get', 'want']",positive,positive,positive,positive,positive
"['excellent', 'condition', 'happy']",positive,positive,positive,positive,positive
"['phone', 'describe', 'far', 'good', 'come', 'charger', 'charge', 'block', 'battery', 'dead', 'arrival']",positive,positive,positive,negative,neutral
"['perfect', 'condition']",positive,positive,positive,positive,positive
"['excellent', 'condition', 'scratch', 'screen', 'battery', 'capacity', 'would', 'look', 'elsewhere', 'refurbish', 'electronics']",neutral,positive,neutral,positive,positive
"['latería', 'al', 'la', 'cargo', 'dra']",neutral,neutral,neutral,negative,neutral
"['time', 'easy', 'transfer', 'data', 'look', 'work', 'like', 'new', 'next', 'time', 'charge', 'phone', 'great']",positive,positive,positive,positive,positive
"['come', 'less', 'battery', 'advertise', 'realize', 'move', 'everything', 'end', 'keep', 'phone', 'loss', 'time']",negative,positive,negative,negative,negative
"['everything', 'perfect', 'charger', 'cable', 'phone', 'type', 'listing', 'say', 'come', 'charge', 'cable', 'phone', 'little', 'disappointed', 'phone', 'arrive', 'perfectly', 'perfect', 'condition']",positive,positive,positive,positive,positive
"['like', 'new', 'like']",positive,positive,positive,positive,positive
"['could', 'use', 'service', 'provide', 'mention', 'description', 'could', 'remove', 'carrier', 'lock', 'phone', 'redundant', 'good', 'condition', 'wise', 'useless']",negative,negative,negative,positive,positive
"['love', 'phone', 'however', 'battery', 'battery', 'life', 'get', 'that', '’', 's', 'highly', 'disappoint', 'everything', 'else', 'great']",neutral,positive,neutral,positive,positive
"['screen', 'scratch', 'it', '’', 's', 'poor', 'quality']",negative,positive,negative,negative,negative
"['hard', 'find', 'word', 'describe', 'much', 'despise', 'phone', 'get', 'year', 'ago', 'obvious', 'issue', 'day', 'one', 'glitch', 'connectivity', 'suck', 'unsure', 'phone', 'att', 'suck', 'blame', 'place', 'never', 'trouble', 'microphone', 'work', 'delivery', 'driver', 'depend', 'talk', 'text', 'acceptable', 'take', 'month', 'get', 'replacement', 'even', 'though', 'apple', 'warranty', 'att', 'satisfaction', 'guarantee', 'first', 'week', 'finally', 'get', 'replacement', 'much', 'well', 'can', 'not', 'remember', 'phone', 'hat', 'much', 'one', 'can', 'not', 'stand', 'android', 'either', 'one', 'galaxy', 'time', 'see', 'else']",negative,negative,negative,negative,negative
"['recently', 'review', 'item', 'realize', 'sim', 'card', 'rely', 'physical', 'sim', 'card', 'apologies', 'initial', 'bad', 'review']",positive,positive,positive,negative,negative
"['phone', 'description', 'say', 'it', '’', 's', 'unlocked', 'carrier', 'say', 'otherwise', 'call', 'verizon', 'unlock', 'unable', 'turn', 'prepay', 'service', 'phone', 'phone', 'activate', 'verizon', 'day', 'become', 'unlocked', 'i', '’', 'm', 'pay', 'phone', 'day', 'since', 'don', '’', 't', 'want', 'lose', 'old', 'number', 'huge', 'deal', 'want', 'people', 'aware', 'go', 'hassle', 'order', 'get', 'figure']",neutral,neutral,neutral,negative,negative
"['burn', 'hand', 'use']",positive,positive,positive,positive,neutral
"['order', 'phone', 'take', 'carrier', 'set', 'try', 'hour', 'half', 'phone', 'totally', 'lock', 'return', 'refund', 'receive', 'yet']",negative,negative,negative,neutral,negative
"['buy', 'buy', 'battery', 'life', 'bad', 'day', 'one', 'always', 'screen', 'issue', 'month', 'two', 'whole', 'screen', 'start', 'feel', 'barely', 'work', 'buy', 'apple', 'store', 'somewhere', 'likely', 'cost', 'hundred', 'get', 'fix', 'anyways']",negative,negative,negative,negative,negative
"['careful', 'item', 'come', 'hundred', 'charge', 'cycle', 'already', 'terrible', 'battery', 'life', 'upon', 'try', 'return', 'would', 'give', 'shipping', 'label', 'print', 'order', 'drop', 'ups', 'store', 'want', 'wait', 'around', 'day', 'up', 'driver', 'show', 'print', 'one', 'return', 'process', 'highly', 'inconvenient', 'say', 'insurance', 'purpose', 'eye', 'hand', 'ups', 'hand', 'ups', 'regardless', 'driver', 'counter', 'clerk', 'buy', 'apple', 'stuff', 'apple', 'site']",negative,negative,negative,negative,negative
"['hold', 'el', 'teléfont', 'track', 'de', 'latería', 'pensé', 'que', 'estaría', 'en']",negative,neutral,negative,neutral,neutral
"['beautiful', 'iphone', 'can', 'not', 'find', 'scratch', 'even', 'sleek', 'anywhere', 'battery', 'manufacture', 'jan', 'first', 'start', 'apr', 'problem', 'get', 'connect', 'network', 'router', 'phone', 'apple', 'nice', 'man', 'run', 'remote', 'diagnostic', 'verify', 'every', 'module', 'phone', 'perfectly', 'functional', 'could', 'happier', 'purchase']",positive,positive,positive,positive,positive
"['iphone', 'pro', 'max', 'look', 'exceptional', 'far', 'exceed', 'expectation', 'battery', 'health', 'well', 'also', 'ship', 'instantly', 'show', 'early', 'what', '’', 's', 'love', 'thank', 'much', 'gentleman']",positive,positive,positive,positive,positive
"['scratch', 'screen', 'weak', 'battery', 'health']",neutral,positive,neutral,negative,negative
"['phone', 'decent', 'condition', 'scratch', 'screen', 'body', 'battery', 'unfortunately', 'health']",neutral,positive,neutral,negative,negative
"['excellent', 'value', 'money', 'general', 'cell', 'phone', 'perfect', 'condition', 'detail', 'camera', 'frame', 'almost', 'noticeable']",positive,positive,positive,positive,positive
"['buy', 'iphone', 'work', 'great']",positive,positive,positive,positive,positive
"['it', '’', 's', 'great', 'version', 'e', 'sim', 'work', 'perfect']",positive,positive,positive,positive,positive
"['video', 'showcase', 'product', 'seth', 'video', 'guide', 'product', 'setupthe', 'video', 'compare', 'multiple', 'productsthe', 'video', 'show', 'product', 'unpackedvideo', 'player', 'loadingclick', 'play', 'videoplaymutecurrent', 'time', 'duration', 'load', 'stream', 'type', 'liveseek', 'live', 'currently', 'behind', 'liveliveremaining', 'time', 'playback', 'ratechapterschaptersdescriptionsdescriptions', 'selectedcaptionscaptions', 'selectedenglishaudio', 'trackdefault', 'selectedfullscreenthis', 'modal', 'window', 'buy', 'transfer', 'stuff', 'old', 'iphone', 'new', 'one', 'get', 'stuck', 'nothing', 'work', 'expect', 'buy', 'disappointed']",negative,negative,negative,negative,negative
"['best', 'phone']",positive,positive,positive,positive,positive
"['good', 'item']",positive,positive,positive,positive,positive
"['great', 'phone']",positive,positive,positive,positive,positive
"['por', 'el', 'moment', 'exelente', 'parent', 'muy', 'bien', 'teléfont']",positive,positive,positive,neutral,neutral
"['el', 'equipo', 'se', 'page', 'solo', 'la', 'bacteria', 'se', 'consume', 'rapidamente', 'result', 'impossible', 'realize', 'la', 'configuration', 'initial', 'se', 'observe', 'sociedad', 'alrededor', 'de', 'la', 'camara', 'centro', 'de', 'los', 'lens', 'al', 'dia', 'siguiente', 'process', 'racer', 'la', 'devolution']",negative,neutral,negative,neutral,neutral
"['get', 'phone', 'three', 'day', 'gon', 'na', 'two', 'get', 'delay', 'shipping', 'say', 'would', 'week', 'get', 'request', 'refund', 'give', 'phone', 'minimal', 'imperfection', 'take', 'light', 'actually', 'see', 'anything', 'condition', 'get', 'excellent', 'would', 'say', 'excellent', 'condition', 'battery', 'health']",positive,positive,positive,positive,positive
"['happy', 'iphone', 'get', 'ship', 'get', 'fast', 'problem', 'transfer', 'everything', 'include', 'number', 'service', 'battery', 'health', 'great', 'phone', 'use', 'little', 'two', 'year', 'look', 'brand', 'new']",positive,positive,positive,positive,positive
['great'],positive,positive,positive,neutral,neutral
['say'],positive,positive,positive,neutral,neutral
"['definitely', 'excellent', 'condition', 'scratch', 'glass', 'many', 'scratch', 'back', 'camera', 'hub', 'phone', 'pro', 'max', 'pay', 'excellent', 'qualitycondition', 'pawn', 'shop', 'condition']",negative,positive,negative,positive,positive
"['great', 'product', 'almost', 'look', 'brand', 'new']",positive,positive,positive,positive,positive
"['it', '’', 's', 'good', 'phone', 'satisfy', 'performance']",positive,positive,positive,positive,positive
"['seller', 'lie', 'say', 'phone', 'fully', 'unlocked', 'network', 'provider', 'globally', 'get', 'phone', 'still', 'network', 'lock', 'don', '’', 't', 'know', 'service', 'provider', 'it', '’', 's', 'lock', 'either…', 'apart', 'phone', 'function', 'well', 'mint', 'condition', 'unlock', 'phone', 'really', 'expensive', 'though', 'i', '’', 'm', 'actually', 'till', 'upset', 'phone', 'actually', 'worth', 'money', 'pay', 'lot', 'bad', 'review', 'seller', 'name', 'careful', 'buying', 'honestly', 'think', 'seller', 'remove', 'amazon', 'marketplace', 'dishonesty', 'many', 'others']",negative,negative,negative,negative,neutral
"['phone', 'work', 'minute', 'glitch', 'overhead', 'die', 'take', 'verizon', 'tell', 'battery', 'defective', 'phone', 'wasn', '’', 't', 'pay', 'previous', 'owner', 'shouldn', '’', 't', 'buy', 'cell', 'phone', 'onlinephone', 'return']",negative,negative,negative,negative,negative
"['come', 'really', 'good', 'shape', 'describe']",positive,positive,positive,positive,positive
"['beware', 'receive', 'blacklisted', 'phone', 'ultimately', 'suspend', 'phone', 'account', 'i', '’', 've', 'purchase', 'refurbish', 'phone', 'amazon', 'past', 'never', 'issue', 'phone', 'work', 'fine', 'hour', 'also', 'receive', 'alarm', 'message', 'phone', 'carrier', 'regard', 'possible', 'fraudulent', 'device', 'even', 'account', 'still', 'look', 'active', 'good', 'standing', 'morning', 'account', 'suspend', 'could', 'longer', 'send', 'receive', 'communication', 'phone', 'go', 'store', 'could', 'see', 'blacklist', 'phone', 'report', 'steal', 'immediately', 'purchase', 'new', 'phone', 'att', 'return', 'fraud', 'phone']",negative,negative,negative,negative,positive
"['love', 'phone', 'mom', 'select', 'unlocked', 'option', 'network', 'provider', 'lock']",negative,negative,negative,positive,positive
['love'],positive,positive,positive,positive,positive
"['careful', 'purchasing', 'renew', 'device', 'iphone', 'pro', 'max', 'gb', 'buy', 'rat', '“', 'excellent', '”', 'device', 'clearly', 'scratch', 'easily', 'felt', 'see', 'well', 'past', '“', 'inch', '”', 'distance', 'almost', 'four', 'corner', 'dash', 'picked', 'way', 'new', 'screen', 'slap', 'that', '’', 's', 'worth', 'money']",negative,negative,negative,positive,positive
"['fair', 'scratch', 'screen', 'ever', 'scratch', 'camera', 'also', 'back', 'get', 'warm', 'normal', 'use', 'sure', 'that', '’', 's', 'problem', 'perform', 'amaze', 'far']",neutral,neutral,neutral,positive,positive
"['purchase', 'excellent', 'product', 'receive', 'phone', 'extensive', 'cent', 'scratch', 'crack']",negative,positive,negative,positive,positive
