tokenized,topic
"['like', 'good', 'quality', 'issue', 'already', 'day', 'currently', 'waiting', 'seller', 'reply', 'bought', 'excellent', 'condition', 'purple', 'supposed', 'free', 'scratch', 'screen', 'within', 'mine', 'look', 'bite', 'mark', 'scratch', 'screen', 'contacted', 'seller', 'said', 'could', 'choose', 'partial', 'refund', 'keep', 'refund', 'send', 'back', 'return', 'replacement', 'chose', 'keep', 'small', 'thing', 'would', 'hassle', 'send', 'back', 'replace', 'couple', 'day', 'go', 'start', 'making', 'call', 'caller', 'say', 'hear', 'muffled', 'cutting', 'people', 'said', 'hear', 'excellent', 'condition', 'contact', 'fork', 'fix', 'speaker', 'issue', 'favor', 'spend', 'extra', 'buy', 'refund', 'compare', 'raise', 'job', 'opinion', 'pitiful']",2
"['battery', 'condition', 'low']",0
"['ordered', 'service', 'locked', 'previous', 'owner', 'still', 'installment', 'plan', 'unpaid', 'inherited', 'someone', 'else', 'problem', 'pathetic']",0
"['horrible', 'camera', 'stopped', 'working', 'would', 'help', 'replacement', 'buy', 'horrible', 'experience']",1
"['balance', 'still', 'due', 'previous', 'owner', 'locked', 'verizon', 'totally', 'unusable']",1
"['good', 'mark']",1
"['even', 'worth', 'product', 'came', 'damaged', 'battery', 'used', 'camera', 'genuine', 'part', 'keep', 'showing', 'error', 'clearly', 'worth']",2
"['product', 'good', 'trade', 'plan', 'horrible', 'expect', 'get', 'anything', 'used', 'team', 'horrible']",0
"['got', 'today', 'screen', 'raised', 'replacement', 'screen', 'put', 'right', 'back', 'scratched', 'im', 'gon', 'na', 'keep', 'use', 'already', 'switched', 'return', 'process', 'suck', 'would', 'def', 'recommend', 'replacement', 'screen', 'geek', 'squad', 'said', 'bulging', 'battery']",3
"['never', 'cleared', 'blocked', 'prior', 'owner', 'pay', 'bill', 'company', 'froze', 'find', 'ap', 'removed', 'checked', 'facet', 'getting', 'old', 'owner', 'data', 'impossible', 'unusable', 'trash', 'company', 'stood', 'behind', 'bogus', 'tech', 'refund', 'gave', 'gift', 'return', 'date', 'could', 'zero', 'star', 'deserves']",3
"['disappointed', 'item', 'received', 'body', 'numerous', 'dent', 'camera', 'scratch', 'look', 'like', 'even', 'cleaned', 'shipping', 'supposed', 'gift', 'retuned', 'empty', 'handed']",1
"['excellent', 'refurbished', 'product', 'expected', 'much', 'better', 'obvious', 'scuff', 'camera', 'battery', 'health', 'horrible', 'price', 'review', 'rave', 'near', 'full', 'battery', 'important', 'thing', 'buying', 'new', 'take', 'cosmetic', 'damage', 'battery', 'isnt', 'going', 'worth', 'weight', 'month', 'likely', 'idling', 'watch', 'quick', 'dy', 'packaging', 'also', 'poor', 'indicate', 'fragile', 'cushioning', 'way', 'dissatisfied']",1
"['medium', 'could', 'loaded', 'got', 'today', 'arrived', 'earlier', 'expected', 'super', 'excited', 'set', 'fine', 'phone', 'screen', 'scratched', 'chipped', 'anywhere', 'neither', 'back', 'glass', 'lens', 'function', 'mostly', 'started', 'use', 'noticed', 'rattle', 'like', 'something', 'loose', 'inside', 'upon', 'getting', 'first', 'notification', 'realize', 'vibration', 'weird', 'normally', 'sound', 'feel', 'wonder', 'rattling', 'inside', 'also', 'almost', 'feel', 'like', 'screen', 'loose', 'part', 'appearance', 'wise', 'nothing', 'whomever', 'repaired', 'recertified', 'either', 'rushing', 'job', 'care', 'whether', 'done', 'correctly', 'video', 'attached', 'one', 'video', 'allowed', 'per', 'review', 'compiled', 'video', 'show', 'issue', 'star', 'since', 'came', 'early', 'outside', 'loose', 'vibratory', 'box', 'made', 'term', 'savvy', 'work']",3
"['arrive', 'unlocked', 'called', 'add', 'plan', 'informed', 'stolen', 'trust']",3
['reported'],3
"['great', 'condition', 'part', 'battery', 'however', 'calling', 'several', 'people', 'could', 'hear', 'echo', 'voice', 'speaker', 'never', 'owned', 'chatted', 'support', 'decided', 'likely', 'hardware', 'problem', 'returning', 'unfortunately', 'maybe', 'huge', 'issue', 'people', 'always', 'use', 'headphone', 'dealbreaker']",0
"['worst', 'experience', 'ever', 'got', 'daughter', 'unlocked', 'got', 'transfer', 'number', 'good', 'week', 'half', 'got', 'message', 'saying', 'whoever', 'owned', 'still', 'owe', 'bill', 'locked', 'retrieve', 'number', 'since', 'locked', 'smh', 'thankful', 'able', 'return', 'get', 'refund', 'feel', 'bad', 'daughter', 'lost', 'number']",3
"['person', 'stealing', 'phone', 'people', 'ca', 'pay', 'bill', 'reselling', 'month', 'went', 'so', 'mode', 'mobile', 'said', 'reported', 'stolen', 'waste', 'time', 'money']",3
"['go', 'buy', 'power', 'box', 'charging', 'cable', 'none', 'box', 'pretty', 'sad']",2
"['medium', 'could', 'loaded', 'purchase', 'received', 'completely', 'defective', 'starting', 'initial', 'setup', 'touchscreen', 'went', 'glitchy', 'extremely', 'hot', 'even', 'get', 'reset', 'even', 'use', 'button', 'side', 'turn', 'waste', 'money', 'time', 'still', 'without']",2
"['person', 'seems', 'selling', 'similar', 'phone', 'payed', 'previous', 'owner', 'payed', 'shut', 'month', 'able', 'make', 'call', 'send', 'text', 'also', 'getting', 'refund', 'keep', 'sending', 'amazon', 'knowing', 'anything', 'time', 'stop', 'working', 'amazon', 'issue', 'refund', 'midnight', 'color', 'gb', 'people', 'story']",1
"['item', 'arrived', 'damaged', 'multiple', 'chip', 'finish', 'side', 'condition', 'unacceptable', 'excellent', 'posted']",1
"['arrived', 'unmarked', 'box', 'looked', 'new', 'okay', 'turn', 'apps', 'asking', 'want', 'start', 'transfer', 'kidding', 'normal', 'going', 'happen', 'battery', 'arrive', 'charger', 'oh', 'yes', 'paid', 'almost', 'battery', 'authorized', 'battery', 'message', 'kept', 'coming', 'screen', 'took', 'hour', 'half', 'erased', 'reset', 'transfer', 'knew', 'would', 'put', 'hundred', 'dollar', 'brought', 'brand', 'new', 'verizon', 'reliable', 'company', 'took', 'another', 'two', 'hour', 'finally', 'get', 'start', 'working', 'newsflash', 'f', 'fails', 'responsible', 'held', 'accountable']",3
"['thank', 'much', 'came', 'time', 'good', 'condition', 'one', 'scratch', 'got', 'switch', 'stuff', 'old', 'connected', 'subscribe', 'problem', 'issue', 'highly', 'recommend', 'anyone', 'looking', 'get', 'new', 'person', 'place', 'right', 'go']",2
"['bad', 'renewed', 'came', 'described', 'expecting', 'come', 'perfect', 'condition', 'everything', 'work', 'great', 'tested', 'everything', 'camera', 'missing', 'far', 'everything', 'working', 'great', 'thing', 'bad', 'people', 'might', 'care', 'battery', 'capacity', 'witch', 'mine', 'came', 'sometime', 'seen', 'come', 'low', 'bad', 'u', 'use', 'ur', 'hard', 'use', 'something', 'keep', 'mind']",2
"['really', 'unlocked', 'shipping', 'fast']",0
"['came', 'immaculate', 'condition', 'outside', 'refurbished', 'would', 'randomly', 'drop', 'battery', 'life', 'hour', 'use', 'hard', 'reset', 'returning', 'kept', 'turning', 'recommend', 'buying']",1
"['fast', 'shipping', 'adequate', 'battery', 'life']",0
"['glad', 'bought', 'never', 'newer', 'buying', 'amazon', 'wayyy', 'cheaper', 'buying', 'carrier', 'even', 'battery', 'life', 'got', 'cycle', 'count', 'scratch', 'nick', 'crack', 'perfect', 'condition', 'thankful', 'shipping', 'arrive', 'day', 'late', 'sure', 'fedexs', 'problem', 'otherwise', 'came', 'within', 'day', 'ordering', 'also', 'problem', 'setting']",1
"['recently', 'purchased', 'arrived', 'absolutely', 'flawless', 'condition', 'battery', 'cycle', 'count', 'impressively', 'low', 'indicating', 'minimal', 'use', 'however', 'found', 'quite', 'puzzling', 'app', 'indicated', 'ineligible', 'seemed', 'rather', 'suspicious', 'reached', 'clarification', 'unable', 'provide', 'explanation', 'issue', 'despite', 'functioned', 'perfectly', 'need', 'absolutely', 'adore']",0
"['got', 'birthday', 'partner', 'first', 'hesitant', 'review', 'must', 'say', 'using', 'month', 'happy', 'scratch', 'issue', 'screen', 'spotless', 'battery', 'life', 'excellent', 'complaint', 'packaged', 'box']",2
"['item', 'locked']",0
"['ordered', 'phone', 'every', 'single', 'time', 'heinous', 'amount', 'scratch', 'every', 'single', 'one', 'even', 'condition', 'listed', 'excellent']",2
"['listed', 'fraud', 'verizon']",3
"['bad', 'product', 'camera', 'work', 'sometimes', 'sometimea', 'black', 'screen', 'refused', 'return', 'cause', 'passed', 'return', 'window', 'week']",1
"['perfect', 'new', 'love', 'value', 'money', 'sure', 'set', 'seamless', 'pro', 'max']",2
"['buyer', 'skeptical', 'anxiety', 'let', 'start', 'saying', 'review', 'leave', 'best', 'one', 'date', 'ton', 'detaili', 'spent', 'literally', 'week', 'searching', 'phone', 'refurbished', 'sold', 'amazon', 'see', 'click', 'specific', 'scroll', 'alittle', 'sale', 'different', 'condition', 'likely', 'conditioned', 'phone', 'come', 'different', 'company', 'seen', 'alot', 'review', 'people', 'getting', 'scammed', 'getting', 'defective', 'phone', 'scrolling', 'review', 'company', 'starting', 'star', 'obviously', 'star', 'sell', 'product', 'many', 'hour', 'venture', 'phone', 'one', 'company', 'seemed', 'stand', 'network', 'store', 'bad', 'review', 'majorly', 'late', 'delivery', 'reason', 'boy', 'like', 'use', 'fedex', 'thats', 'okay', 'orded', 'first', 'one', 'got', 'day', 'half', 'later', 'technically', 'day', 'early', 'original', 'delivery', 'opened', 'package', 'check', 'great', 'shape', 'afew', 'minor', 'issue', 'nothing', 'truly', 'complain', 'considering', 'price', 'started', 'hello', 'screen', 'setting', 'data', 'transfer', 'noticed', 'got', 'way', 'end', 'update', 'new', 'crashed', 'reset', 'hope', 'would', 'reset', 'transfer', 'update', 'wrong', 'crashed', 'new', 'got', 'transfer', 'disconnected', 'sim', 'card', 'two', 'phone', 'service', 'late', 'night', 'woke', 'next', 'day', 'took', 'new', 'get', 'help', 'explanation', 'fix', 'said', 'could', 'help', 'needed', 'plug', 'repair', 'laptop', 'agreed', 'plugging', 'realized', 'port', 'damaged', 'needed', 'replaced', 'cost', 'anywhere', 'grasping', 'phone', 'anxiety', 'frustration', 'left', 'store', 'immediately', 'went', 'tech', 'store', 'see', 'would', 'charge', 'quoted', 'went', 'carrier', 'get', 'another', 'sim', 'card', 'costed', 'could', 'service', 'started', 'process', 'getting', 'refund', 'amazon', 'app', 'amazon', 'customer', 'service', 'reached', 'company', 'notify', 'issue', 'confirmed', 'hear', 'back', 'seller', 'within', 'eventually', 'heard', 'company', 'told', 'issue', 'immediately', 'send', 'prepaid', 'label', 'send', 'back', 'day', 'day', 'later', 'received', 'another', 'pro', 'max', 'black', 'titanium', 'nothing', 'less', 'excellent', 'shape', 'hour', 'data', 'transfer', 'able', 'sit', 'say', 'boy', 'truth', 'corrected', 'defective', 'product', 'even', 'better', 'one', 'overly', 'press', 'say', 'book', 'marking', 'company', 'particular', 'come', 'buying', 'anything', 'refurbished', 'hope', 'give', 'someone', 'idea', 'integrity', 'deny', 'easy', 'process', 'yes', 'lowkey', 'freak', 'thinking', 'came', 'next', 'best', 'thing', 'tell', 'please', 'research', 'come', 'jumping', 'older', 'newer', 'general', 'went', 'max', 'pro', 'max', 'process', 'eliminating', 'physical', 'sim', 'card', 'put', 'real', 'least', 'update', 'first', 'update', 'reset', 'start', 'data', 'transfer', 'process', 'else', 'fails', 'connect', 'laptop', 'dfu', 'mode', 'manually', 'update', 'first', 'got', 'could', 'updated', 'first', 'loaded', 'stuff', 'never', 'knew', 'port', 'issue', 'since', 'figure', 'mean', 'manually', 'update', 'fix', 'crashed', 'got', 'first', 'thanks', 'correcting', 'wait', 'take', 'picture', 'video', 'daughter', 'summer', 'new']",3
"['shipped', 'promptly', 'arrived', 'well', 'packaged', 'issue', 'battery', 'appearance', 'performance', 'buy']",3
"['good', 'writing', 'review', 'okay', 'condition', 'lot', 'scuff', 'outer', 'titanium', 'battery', 'life', 'ideal', 'upgrading', 'besides', 'two', 'inconvenience', 'good', 'product', 'good', 'delivered', 'relatively', 'quick']",1
"['screen', 'really', 'scratched', 'bad']",2
"['bought', 'unlocked', 'worked', 'min', 'get', 'text', 'message', 'saying', 'unpaid', 'banlance', 'cant', 'use', 'anymore', 'smh', 'disappointed']",3
"['wow', 'excellent', 'condition', 'great', 'price']",0
"['received', 'mine', 'came', 'excellent', 'condition', 'mentioned', 'description', 'minor', 'scratch', 'screen', 'ca', 'barely', 'see', 'gave', 'star', 'started', 'using', 'today', 'comeback', 'week']",3
"['wish', 'could', 'give', 'star', 'bought', 'phone', 'guy', 'thinking', 'first', 'one', 'fluke', 'phone', 'couldnt', 'add', 'cellular', 'plan', 'exsisting', 'contract', 'buy', 'worthless', 'phone']",2
"['high', 'expectation', 'purchased', 'pro', 'max', 'amazon', 'listed', 'excellent', 'condition', 'unfortunately', 'experience', 'anything', 'arrived', 'screen', 'already', 'loose', 'concerning', 'thing', 'got', 'even', 'less', 'five', 'minute', 'use', 'screen', 'completely', 'stopped', 'working', 'shocked', 'product', 'described', 'good', 'condition', 'could', 'arrive', 'make', 'matter', 'worse', 'refund', 'process', 'painfully', 'slow', 'amazon', 'customer', 'support', 'unhelpful', 'constant', 'delay', 'real', 'urgency', 'resolving', 'issue', 'expected', 'much', 'better', 'service', 'company', 'size', 'especially', 'dealing', 'expensive', 'considering', 'buying', 'refurbished', 'excellent', 'condition', 'amazon', 'think', 'twice', 'frustrating', 'disappointing', 'experience', 'want', 'anyone', 'else', 'go']",1
"['first', 'time', 'ever', 'order', 'amazon', 'skeptical', 'everything', 'perfect', 'also', 'meet', 'stranger']",1
"['searching', 'best', 'deal', 'pro', 'max', 'decided', 'take', 'chance', 'refurbished', 'model', 'amazon', 'storage', 'could', 'happier', 'decision', 'condition', 'virtually', 'flawlessfirst', 'foremost', 'hesitant', 'buying', 'refurbished', 'least', 'listing', 'arrived', 'appears', 'pristine', 'condition', 'scratch', 'scuff', 'sign', 'previous', 'use', 'screen', 'perfect', 'titanium', 'frame', 'look', 'brand', 'new', 'known', 'refurbished', 'would', 'assumed', 'new', 'battery', 'life', 'zero', 'compromisesthe', 'pro', 'chip', 'blazing', 'fast', 'apps', 'open', 'instantly', 'gaming', 'performance', 'stellar', 'experienced', 'slowdown', 'crash', 'storage', 'sweet', 'spot', 'room', 'photo', 'video', 'apps', 'without', 'paying', 'excessive', 'storage', 'would', 'life', 'exceptional', 'easily', 'get', 'full', 'day', 'heavy', 'use', 'battery', 'remaining', 'fast', 'charging', 'magsafe', 'compatibility', 'work', 'perfectly', 'expected', 'camera', 'system', 'resultsthe', 'camera', 'system', 'pro', 'max', 'continues', 'impress', 'daily', 'main', 'camera', 'capture', 'incredible', 'detail', 'ultrawide', 'telephoto', 'lens', 'give', 'creative', 'flexibility', 'never', 'previous', 'phone', 'action', 'button', 'make', 'accessing', 'camera', 'lightning', 'fast', 'result', 'consistently', 'stunning', 'even', 'challenging', 'lighting', 'carrier', 'experienceactivation', 'verizon', 'seamless', 'came', 'ready', 'connect', 'network', 'experienced', 'issue', 'call', 'quality', 'excellent', 'performance', 'fast', 'reliable', 'unbeatablethe', 'substantial', 'saving', 'compared', 'buying', 'new', 'made', 'purchase', 'getting', 'essentially', 'experience', 'new', 'pro', 'max', 'reduced', 'price', 'feel', 'like', 'smart', 'financial', 'lineif', 'considering', 'refurbished', 'pro', 'max', 'verizon', 'amazon', 'highly', 'recommend', 'combination', 'condition', 'full', 'functionality', 'significant', 'cost', 'saving', 'make', 'one', 'best', 'tech', 'purchase', 'made', 'refurbished', 'product', 'new', 'easier', 'wallet']",2
"['arrived', 'next', 'day', 'expected', 'absolutely', 'scratch', 'damage', 'battery', 'health', 'perfectly', 'fine', 'tad', 'bit', 'skeptical', 'happy', 'took', 'chance', 'got', 'wanting']",0
"['excellent', 'condition', 'happy']",0
"['described', 'far', 'come', 'charger', 'charging', 'block', 'battery', 'dead', 'arrival']",2
"['perfect', 'condition']",1
"['condition', 'scratch', 'screen', 'battery', 'capacity', 'would', 'look', 'elsewhere', 'refurbished', 'electronics']",2
"['time', 'easy', 'transfer', 'data', 'look', 'work', 'like', 'new', 'next', 'time', 'charge', 'great']",2
"['came', 'less', 'battery', 'advertised', 'realized', 'moved', 'everything', 'ended', 'keeping', 'loss', 'time']",3
"['everything', 'perfect', 'charger', 'cable', 'type', 'listing', 'say', 'come', 'charging', 'cable', 'little', 'disappointed', 'arrived', 'perfectly', 'perfect', 'condition']",2
"['could', 'use', 'service', 'provide', 'mentioned', 'description', 'could', 'remove', 'carrier', 'lock', 'redundant', 'good', 'condition', 'wise', 'useless']",2
"['love', 'however', 'battery', 'battery', 'life', 'got', 'highly', 'disappointing', 'everything', 'else', 'great']",0
"['screen', 'scratched', 'poor', 'quality']",0
"['hard', 'find', 'word', 'describe', 'much', 'despise', 'got', 'year', 'ago', 'obvious', 'issue', 'day', 'one', 'glitchy', 'connectivity', 'sucked', 'unsure', 'suck', 'blamed', 'place', 'never', 'trouble', 'microphone', 'work', 'delivery', 'driver', 'depends', 'talk', 'text', 'acceptable', 'took', 'month', 'get', 'replacement', 'even', 'though', 'warranty', 'satisfaction', 'guarantee', 'first', 'week', 'finally', 'got', 'replacement', 'much', 'better', 'ca', 'remember', 'hated', 'much', 'one', 'ca', 'stand', 'android', 'either', 'one', 'galaxy', 'time', 'see', 'else']",1
"['recently', 'review', 'item', 'realized', 'esim', 'card', 'rely', 'physical', 'sim', 'card', 'apology', 'initial', 'bad', 'review']",2
"['description', 'say', 'unlocked', 'carrier', 'said', 'otherwise', 'call', 'verizon', 'unlock', 'unable', 'turn', 'prepaid', 'service', 'activated', 'verizon', 'day', 'becomes', 'unlocked', 'paying', 'phone', 'day', 'since', 'want', 'lose', 'old', 'number', 'huge', 'deal', 'wanted', 'people', 'aware', 'went', 'hassle', 'order', 'get', 'figure']",3
"['burn', 'hand', 'use']",1
"['ordered', 'took', 'carrier', 'set', 'tried', 'hour', 'half', 'totally', 'locked', 'returned', 'refund', 'received', 'yet']",3
"['buy', 'bought', 'battery', 'life', 'bad', 'day', 'one', 'always', 'screen', 'issue', 'month', 'two', 'whole', 'screen', 'started', 'peeling', 'barely', 'work', 'buy', 'store', 'somewhere', 'likely', 'cost', 'hundred', 'get', 'fixed', 'anyways']",1
"['careful', 'item', 'came', 'hundred', 'charge', 'cycle', 'already', 'terrible', 'battery', 'life', 'upon', 'trying', 'return', 'would', 'give', 'shipping', 'label', 'print', 'order', 'drop', 'ups', 'store', 'want', 'wait', 'around', 'day', 'ups', 'driver', 'show', 'print', 'one', 'return', 'process', 'highly', 'inconvenient', 'said', 'insurance', 'purpose', 'eye', 'handing', 'ups', 'handing', 'ups', 'regardless', 'driver', 'counter', 'clerk', 'buy', 'stuff', 'site']",0
"['beautiful', 'ca', 'find', 'scratch', 'even', 'sleek', 'anywhere', 'battery', 'manufacture', 'jan', 'first', 'started', 'apr', 'problem', 'getting', 'connected', 'network', 'router', 'nice', 'man', 'ran', 'remote', 'diagnostic', 'verified', 'every', 'module', 'perfectly', 'functional', 'could', 'happier', 'purchase']",0
"['pro', 'max', 'look', 'exceptional', 'far', 'exceeds', 'expectation', 'battery', 'health', 'well', 'also', 'shipped', 'instantly', 'showed', 'early', 'love', 'thank', 'much', 'gentleman']",2
"['scratch', 'screen', 'weak', 'battery', 'health']",0
"['decent', 'condition', 'scratch', 'screen', 'body', 'battery', 'unfortunately', 'health']",1
"['excellent', 'value', 'money', 'general', 'cell', 'perfect', 'condition', 'detail', 'camera', 'frame', 'almost', 'noticeable']",1
"['bought', 'work', 'great']",0
"['great', 'version', 'e', 'sim', 'working', 'perfect']",0
"['video', 'showcase', 'product', 'video', 'guide', 'product', 'video', 'compare', 'multiple', 'video', 'show', 'product', 'player', 'play', 'videoplaymutecurrent', 'time', 'type', 'liveseek', 'live', 'currently', 'behind', 'liveliveremaining', 'time', 'ratechapterschaptersdescriptionsdescriptions', 'selectedcaptionscaptions', 'selectedenglishaudio', 'trackdefault', 'selectedfullscreenthis', 'modal', 'window', 'bought', 'transferring', 'stuff', 'old', 'new', 'one', 'got', 'stuck', 'nothing', 'work', 'expecting', 'bought', 'disappointed']",1
['best'],2
"['good', 'item']",0
['great'],0
"['got', 'three', 'day', 'gon', 'na', 'two', 'got', 'delayed', 'shipping', 'said', 'would', 'week', 'got', 'requested', 'refund', 'gave', 'minimal', 'imperfection', 'take', 'light', 'actually', 'see', 'anything', 'condition', 'got', 'excellent', 'would', 'say', 'excellent', 'condition', 'battery', 'health']",3
"['happy', 'got', 'shipped', 'got', 'fast', 'problem', 'transferring', 'everything', 'including', 'number', 'service', 'battery', 'health', 'great', 'used', 'little', 'two', 'year', 'look', 'brand', 'new']",2
['said'],3
"['definitely', 'excellent', 'condition', 'scratch', 'glass', 'many', 'scratch', 'back', 'camera', 'hub', 'iphones', 'pro', 'max', 'paid', 'excellent', 'pawn', 'shop', 'condition']",1
"['great', 'product', 'almost', 'look', 'brand', 'new']",2
"['good', 'satisfy', 'performance']",0
"['seller', 'lied', 'saying', 'fully', 'unlocked', 'network', 'provider', 'globally', 'got', 'still', 'network', 'locked', 'know', 'service', 'provider', 'locked', 'apart', 'function', 'well', 'mint', 'condition', 'unlocking', 'iphones', 'really', 'expensive', 'though', 'actually', 'till', 'upset', 'actually', 'worth', 'money', 'paid', 'lot', 'bad', 'review', 'seller', 'name', 'careful', 'buying', 'honestly', 'think', 'seller', 'removed', 'amazon', 'marketplace', 'dishonesty', 'many', 'others']",1
"['worked', 'minute', 'glitched', 'overheated', 'died', 'took', 'verizon', 'told', 'battery', 'defective', 'paid', 'previous', 'owner', 'buy', 'cell', 'phone', 'returned']",2
"['came', 'really', 'good', 'shape', 'described']",1
"['beware', 'received', 'blacklisted', 'ultimately', 'suspended', 'account', 'purchased', 'refurbished', 'phone', 'amazon', 'past', 'never', 'issue', 'worked', 'fine', 'hour', 'also', 'receiving', 'alarming', 'message', 'carrier', 'regarding', 'possible', 'fraudulent', 'evening', 'account', 'still', 'looked', 'active', 'good', 'standing', 'morning', 'account', 'suspended', 'could', 'longer', 'send', 'receive', 'communication', 'went', 'store', 'could', 'see', 'blacklisted', 'reported', 'stolen', 'immediately', 'purchased', 'new', 'returned', 'fraud']",2
"['love', 'mom', 'selected', 'unlocked', 'option', 'network', 'provider', 'locked']",0
['love'],1
"['careful', 'purchasing', 'renewed', 'device', 'pro', 'max', 'bought', 'rated', 'excellent', 'clearly', 'scratch', 'easily', 'felt', 'seen', 'well', 'past', 'inch', 'distance', 'almost', 'four', 'corner', 'gashed', 'nicked', 'way', 'new', 'screen', 'slapped', 'worth', 'money']",1
"['fair', 'scratch', 'screen', 'ever', 'scratch', 'camera', 'also', 'back', 'get', 'warm', 'normal', 'use', 'sure', 'problem', 'preforming', 'amazing', 'far']",1
"['purchased', 'excellent', 'product', 'received', 'extensive', 'dent', 'scratch', 'crack']",1
"['mine', 'came', 'like', 'new', 'condition', 'battery', 'cycle', 'buck', 'happier']",2
"['medium', 'could', 'loaded', 'first', 'got', 'tried', 'open', 'dead', 'charged', 'pretty', 'easy', 'set', 'everything', 'need', 'esim', 'im', 'going', 'get', 'one', 'later', 'everything', 'cool', 'dont', 'know', 'feel', 'bout', 'camera', 'quality', 'fixed', 'fine', 'went', 'frm', 'suggest', 'got', 'might', 'missing', 'really', 'see', 'anything', 'wrong', 'physically', 'scratch', 'feel', 'big', 'weight', 'perfectly', 'fine', 'heavy', 'good', 'value', 'money']",1
"['steer', 'clear', 'really', 'dice', 'roll', 'renewed', 'product', 'received', 'poor', 'quality', 'beyond', 'unusable', 'either', 'fake', 'replica', 'screen', 'replaced', 'cheap', 'sub', 'par', 'quality', 'bezel', 'almost', 'twice', 'big', 'bottom', 'compared', 'top', 'l', 'screen', 'grainy', 'ugly', 'color', 'better', 'going', 'somewhere', 'else', 'trash', 'product', 'look', 'back', 'market', 'sawppa', 'instead', 'believe', 'zoom', 'picture', 'posted', 'see', 'sub', 'par', 'quality']",0
"['love', 'color', 'pretty', 'great', 'value', 'feel', 'thinner', 'old', 'heat', 'brand', 'new', 'scratch', 'dent', 'crack', 'screen', 'look', 'good', 'wait', 'see', 'look', 'case', 'buy', 'delivery', 'quick', 'got', 'ordering', 'glad', 'bought', 'old', 'broke', 'recently']",1
"['received', 'locked']",0
"['work', 'great', 'nothing', 'wrong', 'sent', 'lightning', 'cable', 'charging', 'cord', 'need', 'usb', 'c']",3
"['super', 'easy', 'set', 'even', 'call', 'cellular', 'company', 'switch', 'service', 'automatically', 'seamlessly', 'setting', 'also', 'happy', 'bought', 'amazon', 'versus', 'getting', 'mobile', 'carrier', 'got', 'one', 'terabyte', 'storage', 'less', 'mobile', 'company', 'would', 'gb', 'happy', 'purchase', 'issue', 'lot', 'cosmetic', 'damage', 'like', 'film', 'around', 'camera', 'seemed', 'like', 'like', 'plastic', 'get', 'ripped', 'correctly', 'came', 'perfect', 'problem']",3
"['buy', 'something', 'excellent', 'condition', 'battery', 'life', 'also', 'excellent', 'pro', 'ma', 'battery', 'life']",0
"['locked', 'tried', 'contact', 'customer', 'service', 'help']",3
"['good', 'easy', 'use']",0
"['scratch', 'body', 'screen']",1
"['camera', 'soooo', 'bad', 'focus', 'blurry', 'returning']",2
"['yes', 'understand', 'refurbish', 'come', 'terrible', 'condition', 'price']",3
"['really', 'good', 'experience', 'miner', 'scratch', 'little', 'screen', 'warp', 'barely', 'see', 'wonderful', 'second', 'time', 'buying', 'amazon', 'continue']",1
"['sure', 'expect', 'refurbished', 'amazon', 'pleasantly', 'surprised', 'quality', 'ease', 'setup', 'pro', 'max', 'seemed', 'like', 'brand', 'new', 'except', 'one', 'thing', 'setting', 'presented', 'option', 'number', 'different', 'number', 'recognize', 'guessing', 'previous', 'owner', 'number', 'number', 'remained', 'setting', 'deep', 'dive', 'deleted', 'number', 'weird', 'encounter', 'every', 'thing', 'else', 'smooth', 'setup', 'easy', 'verizon', 'store', 'visit', 'used', 'icloud', 'transfer']",0
"['complaint', 'since', 'named', 'promax', 'near', 'impossible', 'find', 'case', 'compatible', 'great', 'though', 'good', 'price', 'storage']",3
"['case', 'fit', 'nicely', 'provides', 'good', 'protection', 'without', 'impacting', 'side', 'button', 'functionality', 'would', 'preferred', 'hard', 'outer', 'shell', 'surrounded', 'camera', 'corner', 'area', 'inner', 'soft', 'case', 'seems', 'thick', 'enough', 'protect', 'area', 'anyway', 'glass', 'screen', 'protector', 'went', 'easily', 'fit', 'perfectly', 'seems', 'improved', 'screen', 'sensitivity', 'little', 'bit', 'fell', 'pocket', 'foot', 'onto', 'slate', 'floor', 'damage', 'svelte', 'good', 'compromise', 'bulk', 'protection']",1
"['great', 'love', 'wish', 'find', 'case', 'go', 'work', 'like', 'charm']",2
"['case', 'screen', 'protector', 'ear', 'peace', 'charger', 'turned', 'already', 'used', 'returning', 'full', 'refund', 'disappointed']",1
"['bad', 'less', 'expensive', 'tudia', 'case', 'used', 'previously', 'owned', 'cell', 'phone']",3
"['great', 'rugged', 'case', 'case', 'screen', 'protector', 'fit', 'perfectly', 'cae', 'add', 'bit', 'weight', 'certainly', 'dainty', 'great', 'value', 'price']",3
"['nice', 'piece', 'case', 'soft', 'rubber', 'inside', 'hard', 'rubber', 'outside', 'nice', 'tampered', 'glass', 'screen', 'protector', 'perfect', 'fit', 'work', 'like', 'supposed']",1
"['usually', 'write', 'review', 'since', 'purchased', 'new', 'samsung', 'galaxy', 'case', 'perfectly', 'fit', 'great', 'quality']",0
"['nuce', 'run', 'typical', 'setup', 'easily', 'transfer', 'file', 'photo', 'apps', 'transferring', 'old', 'phobe', 'long', 'laborious', 'process', 'also', 'according', 'google', 'play', 'store', 'compatible', 'lot', 'popular', 'apps', 'case', 'hulu', 'ebay', 'chewy', 'among', 'others']",1
"['wont', 'turn', 'stopped', 'working', 'day', 'rerun', 'window', 'closed', 'really', 'needed']",1
